victim_id,fir_id,injury_severity,complaint_type
VIC-02501,FIR-002125,SEVERE,SELF
VIC-01378,FIR-002126,NONE,FAMILY_MEMBER
VIC-01074,FIR-002126,NONE,FAMILY_MEMBER
VIC-01080,FIR-002127,MINOR,THIRD_PARTY
VIC-02487,FIR-002127,SEVERE,SELF
VIC-00342,FIR-002128,MINOR,POLICE_SUO_MOTU
VIC-01607,FIR-002129,SEVERE,SELF
VIC-01349,FIR-002130,MINOR,SELF
VIC-02290,FIR-002131,MINOR,SELF
VIC-02982,FIR-002131,MODERATE,SELF
VIC-02513,FIR-002132,MINOR,SELF
VIC-00215,FIR-002133,MINOR,SELF
VIC-00095,FIR-002134,MODERATE,POLICE_SUO_MOTU
VIC-03556,FIR-002134,NONE,SELF
VIC-02414,FIR-002135,NONE,FAMILY_MEMBER
VIC-00327,FIR-002135,MODERATE,FAMILY_MEMBER
VIC-02946,FIR-002136,NONE,FAMILY_MEMBER
VIC-02404,FIR-002137,MODERATE,FAMILY_MEMBER
VIC-03895,FIR-002138,MODERATE,SELF
VIC-00500,FIR-002139,NONE,THIRD_PARTY
VIC-00956,FIR-002140,NONE,SELF
VIC-02915,FIR-002141,MINOR,SELF
VIC-02985,FIR-002142,NONE,FAMILY_MEMBER
VIC-01500,FIR-002143,NONE,SELF
VIC-02166,FIR-002144,MODERATE,SELF
VIC-02707,FIR-002145,NONE,THIRD_PARTY
VIC-02718,FIR-002145,SEVERE,SELF
VIC-02153,FIR-002146,SEVERE,FAMILY_MEMBER
VIC-00454,FIR-002147,MINOR,SELF
VIC-00171,FIR-002147,MINOR,SELF
VIC-01221,FIR-002148,MINOR,THIRD_PARTY
VIC-02029,FIR-002149,MINOR,FAMILY_MEMBER
VIC-01910,FIR-002150,SEVERE,FAMILY_MEMBER
VIC-01946,FIR-002151,NONE,SELF
VIC-03841,FIR-002152,MINOR,THIRD_PARTY
VIC-02457,FIR-002153,MINOR,THIRD_PARTY
VIC-02202,FIR-002154,MODERATE,POLICE_SUO_MOTU
VIC-02891,FIR-002155,MINOR,POLICE_SUO_MOTU
VIC-03804,FIR-002156,NONE,SELF
VIC-02671,FIR-002157,NONE,FAMILY_MEMBER
VIC-01054,FIR-002157,NONE,SELF
VIC-00295,FIR-002158,MODERATE,FAMILY_MEMBER
VIC-02505,FIR-002159,MINOR,SELF
VIC-00033,FIR-002160,SEVERE,SELF
VIC-02066,FIR-002161,MODERATE,SELF
VIC-03213,FIR-002161,NONE,SELF
VIC-01948,FIR-002162,MINOR,SELF
VIC-00593,FIR-002162,NONE,SELF
VIC-01251,FIR-002163,MODERATE,FAMILY_MEMBER
VIC-00200,FIR-002164,MINOR,SELF
VIC-00202,FIR-002165,SEVERE,THIRD_PARTY
VIC-01125,FIR-002166,NONE,SELF
VIC-02268,FIR-002166,NONE,THIRD_PARTY
VIC-03063,FIR-002167,NONE,FAMILY_MEMBER
VIC-03060,FIR-002168,MINOR,THIRD_PARTY
VIC-03608,FIR-002169,NONE,SELF
VIC-02520,FIR-002170,MODERATE,SELF
VIC-01651,FIR-002171,MINOR,SELF
VIC-03070,FIR-002172,NONE,THIRD_PARTY
VIC-02349,FIR-002173,NONE,FAMILY_MEMBER
VIC-02174,FIR-002173,MODERATE,SELF
VIC-02797,FIR-002174,NONE,SELF
VIC-00351,FIR-002175,MODERATE,THIRD_PARTY
VIC-03481,FIR-002176,MODERATE,THIRD_PARTY
VIC-01008,FIR-002176,MODERATE,FAMILY_MEMBER
VIC-02249,FIR-002177,NONE,THIRD_PARTY
VIC-00892,FIR-002178,SEVERE,SELF
VIC-01182,FIR-002179,MODERATE,SELF
VIC-00092,FIR-002180,MODERATE,THIRD_PARTY
VIC-02305,FIR-002181,MINOR,THIRD_PARTY
VIC-01980,FIR-002182,NONE,SELF
VIC-01225,FIR-002183,NONE,SELF
VIC-02754,FIR-002184,NONE,THIRD_PARTY
VIC-00729,FIR-002184,MINOR,FAMILY_MEMBER
VIC-01378,FIR-002185,MINOR,SELF
VIC-01554,FIR-002186,MODERATE,FAMILY_MEMBER
VIC-00476,FIR-002187,NONE,FAMILY_MEMBER
VIC-02616,FIR-002188,MODERATE,SELF
VIC-02693,FIR-002189,MINOR,SELF
VIC-02309,FIR-002189,NONE,SELF
VIC-03145,FIR-002190,MINOR,THIRD_PARTY
VIC-02843,FIR-002191,NONE,THIRD_PARTY
VIC-01900,FIR-002192,MINOR,POLICE_SUO_MOTU
VIC-03891,FIR-002193,NONE,SELF
VIC-03809,FIR-002194,NONE,FAMILY_MEMBER
VIC-02844,FIR-002195,MINOR,SELF
VIC-01497,FIR-002195,MINOR,SELF
VIC-02572,FIR-002196,SEVERE,FAMILY_MEMBER
VIC-01347,FIR-002197,MODERATE,SELF
VIC-00622,FIR-002198,NONE,SELF
VIC-02264,FIR-002199,NONE,FAMILY_MEMBER
VIC-01933,FIR-002200,MODERATE,SELF
VIC-00401,FIR-002201,MINOR,SELF
VIC-02175,FIR-002202,MODERATE,SELF
VIC-01682,FIR-002203,NONE,SELF
VIC-02614,FIR-002204,NONE,SELF
VIC-01641,FIR-002205,MODERATE,POLICE_SUO_MOTU
VIC-01043,FIR-002206,MODERATE,SELF
VIC-03304,FIR-002207,MODERATE,SELF
VIC-02924,FIR-002208,NONE,SELF
VIC-02046,FIR-002209,SEVERE,SELF
VIC-02658,FIR-002210,NONE,FAMILY_MEMBER
VIC-00080,FIR-002210,NONE,SELF
VIC-00162,FIR-002211,MODERATE,SELF
VIC-02568,FIR-002212,NONE,SELF
VIC-00730,FIR-002213,SEVERE,SELF
VIC-02883,FIR-002214,NONE,FAMILY_MEMBER
VIC-00969,FIR-002215,MINOR,FAMILY_MEMBER
VIC-01646,FIR-002216,MINOR,SELF
VIC-01755,FIR-002216,MINOR,SELF
VIC-02881,FIR-002217,MINOR,SELF
VIC-01862,FIR-002217,NONE,SELF
VIC-00876,FIR-002218,NONE,SELF
VIC-00030,FIR-002219,NONE,SELF
VIC-01270,FIR-002220,NONE,FAMILY_MEMBER
VIC-01660,FIR-002221,MODERATE,THIRD_PARTY
VIC-02918,FIR-002221,MODERATE,FAMILY_MEMBER
VIC-00257,FIR-002222,SEVERE,SELF
VIC-03145,FIR-002223,MODERATE,THIRD_PARTY
VIC-03428,FIR-002223,SEVERE,FAMILY_MEMBER
VIC-02576,FIR-002224,MINOR,SELF
VIC-00104,FIR-002225,MINOR,POLICE_SUO_MOTU
VIC-03886,FIR-002225,SEVERE,SELF
VIC-02422,FIR-002226,SEVERE,FAMILY_MEMBER
VIC-00580,FIR-002226,MODERATE,THIRD_PARTY
VIC-02390,FIR-002227,NONE,THIRD_PARTY
VIC-03264,FIR-002228,MODERATE,SELF
VIC-03551,FIR-002229,NONE,SELF
VIC-02205,FIR-002230,MINOR,POLICE_SUO_MOTU
VIC-03424,FIR-002230,NONE,POLICE_SUO_MOTU
VIC-01082,FIR-002231,MINOR,SELF
VIC-02868,FIR-002231,NONE,SELF
VIC-03787,FIR-002232,NONE,SELF
VIC-02817,FIR-002232,MINOR,THIRD_PARTY
VIC-03654,FIR-002233,MINOR,SELF
VIC-02606,FIR-002233,NONE,SELF
VIC-00411,FIR-002234,MINOR,SELF
VIC-02959,FIR-002234,MINOR,SELF
VIC-01145,FIR-002235,MODERATE,THIRD_PARTY
VIC-00680,FIR-002236,NONE,SELF
VIC-00996,FIR-002237,NONE,POLICE_SUO_MOTU
VIC-01815,FIR-002238,NONE,SELF
VIC-00802,FIR-002238,NONE,SELF
VIC-01920,FIR-002239,SEVERE,SELF
VIC-01728,FIR-002239,MINOR,SELF
VIC-03177,FIR-002240,MINOR,SELF
VIC-00261,FIR-002241,MINOR,FAMILY_MEMBER
VIC-00385,FIR-002242,MINOR,SELF
VIC-01617,FIR-002243,MINOR,FAMILY_MEMBER
VIC-02353,FIR-002244,NONE,SELF
VIC-03461,FIR-002245,NONE,SELF
VIC-02519,FIR-002245,MINOR,SELF
VIC-00152,FIR-002246,NONE,THIRD_PARTY
VIC-00084,FIR-002247,NONE,THIRD_PARTY
VIC-02332,FIR-002247,NONE,FAMILY_MEMBER
VIC-00064,FIR-002248,NONE,SELF
VIC-02889,FIR-002249,SEVERE,SELF
VIC-02263,FIR-002249,NONE,THIRD_PARTY
VIC-01627,FIR-002250,SEVERE,SELF
VIC-01894,FIR-002251,NONE,SELF
VIC-02451,FIR-002252,NONE,THIRD_PARTY
VIC-01397,FIR-002253,SEVERE,SELF
VIC-01735,FIR-002254,MINOR,THIRD_PARTY
VIC-01866,FIR-002255,NONE,SELF
VIC-03802,FIR-002256,MINOR,SELF
VIC-03097,FIR-002257,MINOR,SELF
VIC-02546,FIR-002257,MINOR,SELF
VIC-03291,FIR-002258,NONE,SELF
VIC-01546,FIR-002259,MINOR,FAMILY_MEMBER
VIC-03589,FIR-002260,NONE,SELF
VIC-03616,FIR-002261,MINOR,SELF
VIC-02388,FIR-002262,MODERATE,FAMILY_MEMBER
VIC-03310,FIR-002263,MODERATE,FAMILY_MEMBER
VIC-00334,FIR-002264,MODERATE,FAMILY_MEMBER
VIC-02050,FIR-002265,MINOR,SELF
VIC-01039,FIR-002266,SEVERE,FAMILY_MEMBER
VIC-01607,FIR-002267,NONE,THIRD_PARTY
VIC-00818,FIR-002268,NONE,SELF
VIC-01799,FIR-002268,MODERATE,SELF
VIC-03514,FIR-002269,NONE,SELF
VIC-02688,FIR-002270,MODERATE,THIRD_PARTY
VIC-02602,FIR-002271,MINOR,SELF
VIC-03124,FIR-002271,MINOR,SELF
VIC-02377,FIR-002272,MODERATE,FAMILY_MEMBER
VIC-03738,FIR-002273,MODERATE,SELF
VIC-01394,FIR-002274,NONE,SELF
VIC-03674,FIR-002274,MINOR,SELF
VIC-01798,FIR-002275,MODERATE,SELF
VIC-01411,FIR-002276,NONE,THIRD_PARTY
VIC-00211,FIR-002277,MINOR,FAMILY_MEMBER
VIC-03848,FIR-002277,NONE,FAMILY_MEMBER
VIC-01694,FIR-002278,MODERATE,SELF
VIC-02360,FIR-002278,MINOR,SELF
VIC-03045,FIR-002279,NONE,SELF
VIC-01868,FIR-002280,NONE,SELF
VIC-01384,FIR-002281,NONE,POLICE_SUO_MOTU
VIC-00043,FIR-002282,MINOR,SELF
VIC-01429,FIR-002283,MODERATE,SELF
VIC-02986,FIR-002284,MINOR,THIRD_PARTY
VIC-01671,FIR-002285,NONE,SELF
VIC-03203,FIR-002285,MINOR,SELF
VIC-01806,FIR-002286,MODERATE,SELF
VIC-00168,FIR-002286,MODERATE,SELF
VIC-00592,FIR-002287,NONE,SELF
VIC-03310,FIR-002288,MODERATE,SELF
VIC-03877,FIR-002289,MINOR,SELF
VIC-02446,FIR-002290,MINOR,SELF
VIC-03691,FIR-002291,MINOR,SELF
VIC-00950,FIR-002291,NONE,THIRD_PARTY
VIC-00884,FIR-002292,MINOR,THIRD_PARTY
VIC-03226,FIR-002293,MINOR,FAMILY_MEMBER
VIC-03882,FIR-002294,NONE,POLICE_SUO_MOTU
VIC-03757,FIR-002295,NONE,FAMILY_MEMBER
VIC-01793,FIR-002296,MINOR,SELF
VIC-00371,FIR-002297,NONE,SELF
VIC-03419,FIR-002297,NONE,FAMILY_MEMBER
VIC-02176,FIR-002298,MODERATE,FAMILY_MEMBER
VIC-01962,FIR-002298,MODERATE,SELF
VIC-02588,FIR-002299,MODERATE,FAMILY_MEMBER
VIC-01484,FIR-002300,NONE,SELF
VIC-03286,FIR-002300,NONE,SELF
VIC-01240,FIR-002301,SEVERE,SELF
VIC-03522,FIR-002302,SEVERE,SELF
VIC-01830,FIR-002302,MINOR,SELF
VIC-02418,FIR-002303,SEVERE,SELF
VIC-03574,FIR-002304,MODERATE,FAMILY_MEMBER
VIC-01644,FIR-002305,SEVERE,THIRD_PARTY
VIC-02711,FIR-002306,NONE,THIRD_PARTY
VIC-03182,FIR-002306,MINOR,THIRD_PARTY
VIC-03267,FIR-002307,MINOR,SELF
VIC-01484,FIR-002308,MODERATE,SELF
VIC-02731,FIR-002309,MINOR,SELF
VIC-00035,FIR-002309,NONE,FAMILY_MEMBER
VIC-01930,FIR-002310,NONE,SELF
VIC-01998,FIR-002311,NONE,FAMILY_MEMBER
VIC-02817,FIR-002312,NONE,FAMILY_MEMBER
VIC-03635,FIR-002313,MINOR,SELF
VIC-00274,FIR-002313,NONE,SELF
VIC-02852,FIR-002314,NONE,THIRD_PARTY
VIC-03582,FIR-002315,MINOR,FAMILY_MEMBER
VIC-00701,FIR-002316,MINOR,FAMILY_MEMBER
VIC-03381,FIR-002317,NONE,THIRD_PARTY
VIC-03722,FIR-002318,MODERATE,SELF
VIC-00773,FIR-002319,NONE,FAMILY_MEMBER
VIC-00581,FIR-002320,SEVERE,FAMILY_MEMBER
VIC-02639,FIR-002321,NONE,SELF
VIC-01825,FIR-002322,SEVERE,SELF
VIC-01098,FIR-002323,MODERATE,SELF
VIC-02598,FIR-002324,MINOR,SELF
VIC-01771,FIR-002325,MINOR,POLICE_SUO_MOTU
VIC-00114,FIR-002326,MINOR,SELF
VIC-00190,FIR-002326,NONE,FAMILY_MEMBER
VIC-00518,FIR-002327,NONE,FAMILY_MEMBER
VIC-00016,FIR-002328,MODERATE,FAMILY_MEMBER
VIC-03089,FIR-002328,MINOR,SELF
VIC-01408,FIR-002329,MINOR,THIRD_PARTY
VIC-03321,FIR-002330,NONE,SELF
VIC-02476,FIR-002330,MINOR,SELF
VIC-03703,FIR-002331,MODERATE,SELF
VIC-03520,FIR-002332,NONE,FAMILY_MEMBER
VIC-00752,FIR-002332,NONE,THIRD_PARTY
VIC-00650,FIR-002333,NONE,SELF
VIC-03792,FIR-002333,MINOR,FAMILY_MEMBER
VIC-03243,FIR-002334,SEVERE,FAMILY_MEMBER
VIC-01779,FIR-002335,MODERATE,SELF
VIC-01217,FIR-002336,NONE,SELF
VIC-01247,FIR-002337,MINOR,SELF
VIC-03552,FIR-002338,NONE,SELF
VIC-02913,FIR-002339,MODERATE,SELF
VIC-00177,FIR-002340,MODERATE,FAMILY_MEMBER
VIC-00928,FIR-002341,NONE,SELF
VIC-02331,FIR-002342,MODERATE,POLICE_SUO_MOTU
VIC-02325,FIR-002343,NONE,FAMILY_MEMBER
VIC-00935,FIR-002344,MINOR,SELF
VIC-02845,FIR-002345,MODERATE,FAMILY_MEMBER
VIC-01500,FIR-002345,NONE,SELF
VIC-02456,FIR-002346,NONE,FAMILY_MEMBER
VIC-03781,FIR-002347,MODERATE,POLICE_SUO_MOTU
VIC-00608,FIR-002348,MINOR,SELF
VIC-03081,FIR-002348,MINOR,THIRD_PARTY
VIC-01060,FIR-002349,MINOR,THIRD_PARTY
VIC-00053,FIR-002350,MODERATE,FAMILY_MEMBER
VIC-02501,FIR-002351,MODERATE,SELF
VIC-03019,FIR-002352,NONE,THIRD_PARTY
VIC-02611,FIR-002353,NONE,FAMILY_MEMBER
VIC-02526,FIR-002354,MINOR,SELF
VIC-03226,FIR-002354,MINOR,THIRD_PARTY
VIC-02438,FIR-002355,NONE,SELF
VIC-03739,FIR-002355,NONE,SELF
VIC-01329,FIR-002356,NONE,FAMILY_MEMBER
VIC-02354,FIR-002357,NONE,POLICE_SUO_MOTU
VIC-01857,FIR-002358,MINOR,THIRD_PARTY
VIC-01850,FIR-002359,MINOR,SELF
VIC-01065,FIR-002360,MINOR,SELF
VIC-01019,FIR-002361,NONE,FAMILY_MEMBER
VIC-02966,FIR-002361,MODERATE,SELF
VIC-03324,FIR-002362,MODERATE,THIRD_PARTY
VIC-00947,FIR-002363,MINOR,SELF
VIC-00869,FIR-002364,MODERATE,FAMILY_MEMBER
VIC-02822,FIR-002365,NONE,SELF
VIC-00912,FIR-002365,NONE,SELF
VIC-00404,FIR-002366,MODERATE,SELF
VIC-00953,FIR-002366,NONE,SELF
VIC-00905,FIR-002367,MINOR,SELF
VIC-01889,FIR-002367,SEVERE,SELF
VIC-02927,FIR-002368,MODERATE,SELF
VIC-01328,FIR-002369,SEVERE,SELF
VIC-01338,FIR-002370,NONE,SELF
VIC-01461,FIR-002371,NONE,THIRD_PARTY
VIC-01093,FIR-002372,MINOR,FAMILY_MEMBER
VIC-02653,FIR-002373,MODERATE,FAMILY_MEMBER
VIC-02376,FIR-002374,MINOR,SELF
VIC-01261,FIR-002374,NONE,THIRD_PARTY
VIC-02118,FIR-002375,NONE,SELF
VIC-03629,FIR-002376,NONE,SELF
VIC-02821,FIR-002377,NONE,POLICE_SUO_MOTU
VIC-02526,FIR-002378,MODERATE,SELF
VIC-02037,FIR-002378,MODERATE,SELF
VIC-03817,FIR-002379,NONE,FAMILY_MEMBER
VIC-02661,FIR-002380,NONE,SELF
VIC-01764,FIR-002381,NONE,SELF
VIC-02743,FIR-002382,MODERATE,FAMILY_MEMBER
VIC-02934,FIR-002382,MINOR,SELF
VIC-01877,FIR-002383,MINOR,SELF
VIC-02254,FIR-002384,MINOR,SELF
VIC-02440,FIR-002385,MINOR,THIRD_PARTY
VIC-02838,FIR-002386,SEVERE,SELF
VIC-03370,FIR-002387,NONE,SELF
VIC-03135,FIR-002387,MODERATE,FAMILY_MEMBER
VIC-01930,FIR-002388,MODERATE,SELF
VIC-00814,FIR-002388,NONE,FAMILY_MEMBER
VIC-01581,FIR-002389,SEVERE,FAMILY_MEMBER
VIC-02082,FIR-002389,MINOR,SELF
VIC-02806,FIR-002390,NONE,SELF
VIC-02572,FIR-002391,NONE,FAMILY_MEMBER
VIC-02281,FIR-002392,MINOR,SELF
VIC-00050,FIR-002393,MINOR,SELF
VIC-02966,FIR-002394,MINOR,FAMILY_MEMBER
VIC-01190,FIR-002395,MINOR,FAMILY_MEMBER
VIC-01159,FIR-002396,NONE,SELF
VIC-00118,FIR-002397,SEVERE,SELF
VIC-03623,FIR-002398,MINOR,FAMILY_MEMBER
VIC-02334,FIR-002398,NONE,FAMILY_MEMBER
VIC-02248,FIR-002399,NONE,SELF
VIC-01080,FIR-002400,MINOR,THIRD_PARTY
VIC-01712,FIR-002401,MINOR,SELF
VIC-03659,FIR-002402,NONE,SELF
VIC-03891,FIR-002403,MINOR,SELF
VIC-01020,FIR-002404,SEVERE,SELF
VIC-01798,FIR-002405,NONE,THIRD_PARTY
VIC-03443,FIR-002406,MINOR,POLICE_SUO_MOTU
VIC-00877,FIR-002407,NONE,SELF
VIC-00076,FIR-002408,MINOR,SELF
VIC-00444,FIR-002409,MINOR,SELF
VIC-02243,FIR-002410,MINOR,SELF
VIC-02723,FIR-002411,NONE,POLICE_SUO_MOTU
VIC-01189,FIR-002411,NONE,SELF
VIC-02417,FIR-002412,SEVERE,SELF
VIC-01968,FIR-002413,MINOR,FAMILY_MEMBER
VIC-01645,FIR-002414,MINOR,SELF
VIC-01547,FIR-002415,NONE,SELF
VIC-01156,FIR-002416,NONE,SELF
VIC-02472,FIR-002417,NONE,SELF
VIC-03838,FIR-002418,NONE,SELF
VIC-00436,FIR-002419,MINOR,FAMILY_MEMBER
VIC-01112,FIR-002420,MINOR,SELF
VIC-02034,FIR-002420,MINOR,SELF
VIC-00643,FIR-002421,NONE,SELF
VIC-00229,FIR-002422,NONE,SELF
VIC-02200,FIR-002422,MODERATE,SELF
VIC-01850,FIR-002423,MODERATE,POLICE_SUO_MOTU
VIC-02701,FIR-002424,NONE,FAMILY_MEMBER
VIC-03781,FIR-002425,MINOR,FAMILY_MEMBER
VIC-03721,FIR-002426,NONE,SELF
VIC-00178,FIR-002426,MODERATE,THIRD_PARTY
VIC-00521,FIR-002427,MINOR,FAMILY_MEMBER
VIC-01991,FIR-002427,MINOR,SELF
VIC-01706,FIR-002428,NONE,SELF
VIC-02260,FIR-002429,MODERATE,THIRD_PARTY
VIC-00061,FIR-002430,NONE,FAMILY_MEMBER
VIC-01029,FIR-002431,MINOR,THIRD_PARTY
VIC-03557,FIR-002432,MINOR,SELF
VIC-02518,FIR-002433,MODERATE,THIRD_PARTY
VIC-00905,FIR-002434,NONE,SELF
VIC-00499,FIR-002434,SEVERE,FAMILY_MEMBER
VIC-02351,FIR-002435,MINOR,SELF
VIC-03206,FIR-002436,MODERATE,THIRD_PARTY
VIC-03404,FIR-002437,NONE,FAMILY_MEMBER
VIC-01292,FIR-002438,MODERATE,SELF
VIC-02455,FIR-002438,NONE,SELF
VIC-02741,FIR-002439,MODERATE,SELF
VIC-00322,FIR-002440,NONE,SELF
VIC-00425,FIR-002440,NONE,THIRD_PARTY
VIC-01279,FIR-002441,NONE,POLICE_SUO_MOTU
VIC-02857,FIR-002441,MODERATE,SELF
VIC-02406,FIR-002442,MINOR,SELF
VIC-01697,FIR-002443,NONE,FAMILY_MEMBER
VIC-01857,FIR-002444,NONE,FAMILY_MEMBER
VIC-00264,FIR-002444,NONE,SELF
VIC-03730,FIR-002445,NONE,SELF
VIC-03132,FIR-002445,NONE,SELF
VIC-03239,FIR-002446,NONE,FAMILY_MEMBER
VIC-03182,FIR-002446,MODERATE,THIRD_PARTY
VIC-02379,FIR-002447,MINOR,POLICE_SUO_MOTU
VIC-00941,FIR-002448,NONE,SELF
VIC-02519,FIR-002449,NONE,SELF
VIC-00291,FIR-002450,NONE,SELF
VIC-03314,FIR-002451,MINOR,SELF
VIC-00187,FIR-002452,NONE,THIRD_PARTY
VIC-03427,FIR-002453,NONE,SELF
VIC-01362,FIR-002454,NONE,FAMILY_MEMBER
VIC-00154,FIR-002455,NONE,SELF
VIC-03894,FIR-002456,MINOR,SELF
VIC-03174,FIR-002457,MINOR,FAMILY_MEMBER
VIC-01034,FIR-002458,MINOR,SELF
VIC-03311,FIR-002459,NONE,POLICE_SUO_MOTU
VIC-01868,FIR-002459,MODERATE,SELF
VIC-03530,FIR-002460,NONE,SELF
VIC-00797,FIR-002461,MODERATE,THIRD_PARTY
VIC-03816,FIR-002462,MODERATE,SELF
VIC-03409,FIR-002463,NONE,SELF
VIC-00381,FIR-002464,NONE,SELF
VIC-01369,FIR-002465,MODERATE,SELF
VIC-00952,FIR-002465,NONE,FAMILY_MEMBER
VIC-02795,FIR-002466,SEVERE,SELF
VIC-00447,FIR-002467,MINOR,FAMILY_MEMBER
VIC-01476,FIR-002468,NONE,SELF
VIC-00227,FIR-002468,NONE,FAMILY_MEMBER
VIC-02567,FIR-002469,MINOR,SELF
VIC-03030,FIR-002470,MINOR,FAMILY_MEMBER
VIC-01862,FIR-002471,NONE,FAMILY_MEMBER
VIC-03740,FIR-002472,NONE,SELF
VIC-03762,FIR-002473,NONE,FAMILY_MEMBER
VIC-02155,FIR-002474,NONE,SELF
VIC-00629,FIR-002475,MODERATE,FAMILY_MEMBER
VIC-00379,FIR-002476,NONE,SELF
VIC-02362,FIR-002477,NONE,SELF
VIC-03758,FIR-002477,MINOR,SELF
VIC-03481,FIR-002478,MINOR,SELF
VIC-01895,FIR-002479,MINOR,SELF
VIC-01592,FIR-002479,NONE,SELF
VIC-02509,FIR-002480,NONE,THIRD_PARTY
VIC-01642,FIR-002481,NONE,FAMILY_MEMBER
VIC-01835,FIR-002481,NONE,THIRD_PARTY
VIC-01343,FIR-002482,NONE,SELF
VIC-00973,FIR-002483,NONE,SELF
VIC-00406,FIR-002483,MODERATE,POLICE_SUO_MOTU
VIC-00619,FIR-002484,NONE,SELF
VIC-01349,FIR-002485,NONE,THIRD_PARTY
VIC-00220,FIR-002485,NONE,FAMILY_MEMBER
VIC-00456,FIR-002486,MINOR,FAMILY_MEMBER
VIC-01339,FIR-002486,MINOR,SELF
VIC-02302,FIR-002487,NONE,SELF
VIC-02554,FIR-002487,MINOR,SELF
VIC-00005,FIR-002488,NONE,FAMILY_MEMBER
VIC-02684,FIR-002488,MODERATE,SELF
VIC-02474,FIR-002489,NONE,FAMILY_MEMBER
VIC-03359,FIR-002490,MINOR,SELF
VIC-02761,FIR-002490,SEVERE,SELF
VIC-00512,FIR-002491,MINOR,THIRD_PARTY
VIC-01624,FIR-002492,MODERATE,THIRD_PARTY
VIC-00270,FIR-002492,MINOR,SELF
VIC-02241,FIR-002493,NONE,SELF
VIC-02156,FIR-002494,MODERATE,SELF
VIC-02497,FIR-002495,MINOR,FAMILY_MEMBER
VIC-01694,FIR-002496,NONE,SELF
VIC-02489,FIR-002496,NONE,SELF
VIC-02421,FIR-002497,NONE,THIRD_PARTY
VIC-03086,FIR-002498,NONE,FAMILY_MEMBER
VIC-03008,FIR-002499,NONE,SELF
VIC-02186,FIR-002500,NONE,THIRD_PARTY
VIC-03734,FIR-002501,NONE,SELF
VIC-01889,FIR-002501,MINOR,FAMILY_MEMBER
VIC-03523,FIR-002502,NONE,SELF
VIC-03120,FIR-002503,NONE,SELF
VIC-01018,FIR-002504,MODERATE,FAMILY_MEMBER
VIC-02221,FIR-002505,MINOR,SELF
VIC-01267,FIR-002506,MODERATE,SELF
VIC-03805,FIR-002506,NONE,FAMILY_MEMBER
VIC-01962,FIR-002507,NONE,SELF
VIC-02769,FIR-002508,NONE,FAMILY_MEMBER
VIC-03195,FIR-002509,MINOR,SELF
VIC-01460,FIR-002510,MINOR,FAMILY_MEMBER
VIC-01599,FIR-002511,SEVERE,SELF
VIC-01572,FIR-002512,NONE,SELF
VIC-01217,FIR-002513,NONE,FAMILY_MEMBER
VIC-02695,FIR-002514,MINOR,FAMILY_MEMBER
VIC-02956,FIR-002515,MINOR,THIRD_PARTY
VIC-01471,FIR-002516,SEVERE,THIRD_PARTY
VIC-02312,FIR-002517,SEVERE,THIRD_PARTY
VIC-02795,FIR-002518,NONE,SELF
VIC-03779,FIR-002519,MINOR,SELF
VIC-01455,FIR-002520,NONE,FAMILY_MEMBER
VIC-00657,FIR-002521,NONE,FAMILY_MEMBER
VIC-00657,FIR-002521,NONE,SELF
VIC-03615,FIR-002522,SEVERE,SELF
VIC-02368,FIR-002523,SEVERE,FAMILY_MEMBER
VIC-02289,FIR-002523,NONE,SELF
VIC-00702,FIR-002524,MODERATE,SELF
VIC-02934,FIR-002524,MINOR,SELF
VIC-02934,FIR-002525,MINOR,SELF
VIC-00612,FIR-002526,NONE,SELF
VIC-03701,FIR-002526,MINOR,SELF
VIC-01038,FIR-002527,MODERATE,SELF
VIC-01701,FIR-002528,MODERATE,SELF
VIC-02900,FIR-002529,NONE,SELF
VIC-02066,FIR-002530,MODERATE,SELF
VIC-02203,FIR-002531,MODERATE,FAMILY_MEMBER
VIC-00852,FIR-002532,MINOR,SELF
VIC-00552,FIR-002533,NONE,SELF
VIC-00946,FIR-002534,NONE,THIRD_PARTY
VIC-03593,FIR-002535,MODERATE,SELF
VIC-00839,FIR-002536,MINOR,POLICE_SUO_MOTU
VIC-00580,FIR-002536,MODERATE,FAMILY_MEMBER
VIC-01703,FIR-002537,MODERATE,SELF
VIC-03686,FIR-002537,MODERATE,FAMILY_MEMBER
VIC-02770,FIR-002538,NONE,SELF
VIC-01042,FIR-002538,NONE,THIRD_PARTY
VIC-02911,FIR-002539,MINOR,SELF
VIC-03136,FIR-002540,NONE,FAMILY_MEMBER
VIC-02946,FIR-002541,MODERATE,SELF
VIC-03401,FIR-002542,MINOR,SELF
VIC-00488,FIR-002543,NONE,SELF
VIC-02442,FIR-002544,MINOR,FAMILY_MEMBER
VIC-00800,FIR-002545,NONE,THIRD_PARTY
VIC-02860,FIR-002546,NONE,SELF
VIC-03832,FIR-002547,NONE,SELF
VIC-02526,FIR-002548,NONE,SELF
VIC-02865,FIR-002549,MODERATE,SELF
VIC-01393,FIR-002550,MODERATE,FAMILY_MEMBER
VIC-00192,FIR-002550,MODERATE,SELF
VIC-03347,FIR-002551,NONE,SELF
VIC-00744,FIR-002551,MINOR,FAMILY_MEMBER
VIC-00166,FIR-002552,NONE,POLICE_SUO_MOTU
VIC-00975,FIR-002553,NONE,THIRD_PARTY
VIC-03650,FIR-002554,MODERATE,SELF
