accused_id,fir_id,role_in_case,date_added,warrant_status
ACC-02067,FIR-001198,primary,2025-01-07,PENDING
ACC-02470,FIR-001198,secondary,2025-01-07,NONE
ACC-03909,FIR-001199,primary,2025-02-07,NONE
ACC-04154,FIR-001200,primary,2025-02-18,NONE
ACC-01643,FIR-001201,primary,2025-03-19,ISSUED
ACC-00297,FIR-001202,primary,2025-03-11,NONE
ACC-02493,FIR-001202,secondary,2025-03-11,ISSUED
ACC-01124,FIR-001203,primary,2025-04-28,PENDING
ACC-02431,FIR-001204,primary,2025-04-14,PENDING
ACC-02574,FIR-001205,primary,2025-05-17,ISSUED
ACC-04279,FIR-001206,primary,2025-05-21,NONE
ACC-03929,FIR-001206,suspect,2025-05-21,NONE
ACC-04424,FIR-001207,primary,2025-06-24,NONE
ACC-01800,FIR-001207,suspect,2025-06-24,NONE
ACC-03766,FIR-001208,primary,2025-06-07,ISSUED
ACC-02476,FIR-001208,secondary,2025-06-07,NONE
ACC-00999,FIR-001209,primary,2025-07-19,NONE
ACC-02485,FIR-001210,primary,2025-07-27,NONE
ACC-01149,FIR-001211,primary,2025-08-25,NONE
ACC-02001,FIR-001211,secondary,2025-08-25,NONE
ACC-00752,FIR-001212,primary,2025-08-01,NONE
ACC-01272,FIR-001213,primary,2025-09-28,NONE
ACC-01685,FIR-001214,primary,2025-09-15,NONE
ACC-03323,FIR-001215,primary,2025-10-07,PENDING
ACC-02983,FIR-001215,suspect,2025-10-07,ISSUED
ACC-04017,FIR-001216,primary,2025-10-19,EXECUTED
ACC-03271,FIR-001217,primary,2025-11-15,NONE
ACC-03621,FIR-001218,primary,2025-11-17,NONE
ACC-02583,FIR-001219,primary,2025-12-31,NONE
ACC-00040,FIR-001219,suspect,2025-12-31,NONE
ACC-00879,FIR-001220,primary,2025-12-21,NONE
ACC-03377,FIR-001221,primary,2021-01-03,NONE
ACC-03265,FIR-001222,primary,2021-01-16,NONE
ACC-00059,FIR-001223,primary,2021-02-10,NONE
ACC-01991,FIR-001224,primary,2021-02-03,NONE
ACC-01236,FIR-001225,primary,2021-03-23,ISSUED
ACC-02839,FIR-001226,primary,2021-03-17,PENDING
ACC-04265,FIR-001226,secondary,2021-03-17,NONE
ACC-02840,FIR-001227,primary,2021-04-22,NONE
ACC-02430,FIR-001228,primary,2021-04-02,ISSUED
ACC-01389,FIR-001229,primary,2021-05-11,NONE
ACC-00053,FIR-001229,suspect,2021-05-11,NONE
ACC-02173,FIR-001230,primary,2021-05-01,ISSUED
ACC-01519,FIR-001231,primary,2021-06-25,NONE
ACC-01989,FIR-001231,suspect,2021-06-25,PENDING
ACC-00705,FIR-001232,primary,2021-06-03,NONE
ACC-02371,FIR-001232,secondary,2021-06-03,EXECUTED
ACC-02307,FIR-001232,suspect,2021-06-03,NONE
ACC-01292,FIR-001233,primary,2021-07-13,NONE
ACC-02783,FIR-001233,suspect,2021-07-13,ISSUED
ACC-02078,FIR-001234,primary,2021-07-25,NONE
ACC-02709,FIR-001235,primary,2021-08-16,PENDING
ACC-04190,FIR-001236,primary,2021-08-17,NONE
ACC-02963,FIR-001236,secondary,2021-08-17,NONE
ACC-03641,FIR-001236,suspect,2021-08-17,NONE
ACC-04249,FIR-001237,primary,2021-09-22,PENDING
ACC-01626,FIR-001237,secondary,2021-09-22,NONE
ACC-01353,FIR-001238,primary,2021-09-14,NONE
ACC-03351,FIR-001239,primary,2021-10-31,ISSUED
ACC-02535,FIR-001240,primary,2021-10-23,NONE
ACC-00974,FIR-001241,primary,2021-11-14,NONE
ACC-00801,FIR-001241,secondary,2021-11-14,EXECUTED
ACC-02297,FIR-001241,secondary,2021-11-14,NONE
ACC-01494,FIR-001242,primary,2021-11-03,NONE
ACC-00213,FIR-001242,secondary,2021-11-03,NONE
ACC-00788,FIR-001243,primary,2021-12-27,ISSUED
ACC-00228,FIR-001243,secondary,2021-12-27,NONE
ACC-04300,FIR-001243,secondary,2021-12-27,NONE
ACC-03341,FIR-001244,primary,2021-12-11,NONE
ACC-00228,FIR-001244,secondary,2021-12-11,EXECUTED
ACC-02640,FIR-001245,primary,2022-01-19,EXECUTED
ACC-00053,FIR-001245,secondary,2022-01-19,NONE
ACC-03791,FIR-001246,primary,2022-01-31,NONE
ACC-04220,FIR-001247,primary,2022-02-03,NONE
ACC-01626,FIR-001247,suspect,2022-02-03,NONE
ACC-00119,FIR-001248,primary,2022-02-03,PENDING
ACC-02450,FIR-001249,primary,2022-03-13,NONE
ACC-01291,FIR-001250,primary,2022-03-12,NONE
ACC-04051,FIR-001251,primary,2022-04-14,NONE
ACC-00684,FIR-001251,suspect,2022-04-14,NONE
ACC-00917,FIR-001252,primary,2022-04-19,ISSUED
ACC-02030,FIR-001253,primary,2022-05-22,NONE
ACC-02501,FIR-001254,primary,2022-05-11,EXECUTED
ACC-02189,FIR-001255,primary,2022-06-01,NONE
ACC-00910,FIR-001256,primary,2022-06-17,PENDING
ACC-02374,FIR-001257,primary,2022-07-17,NONE
ACC-02017,FIR-001258,primary,2022-07-06,NONE
ACC-01215,FIR-001258,secondary,2022-07-06,NONE
ACC-00136,FIR-001259,primary,2022-08-14,NONE
ACC-04304,FIR-001260,primary,2022-08-11,ISSUED
ACC-00734,FIR-001260,suspect,2022-08-11,NONE
ACC-00290,FIR-001261,primary,2022-09-03,ISSUED
ACC-01815,FIR-001262,primary,2022-09-13,PENDING
ACC-04438,FIR-001263,primary,2022-10-11,PENDING
ACC-04449,FIR-001264,primary,2022-10-08,NONE
ACC-01535,FIR-001265,primary,2022-11-04,NONE
ACC-00734,FIR-001265,secondary,2022-11-04,NONE
ACC-03020,FIR-001266,primary,2022-11-07,NONE
ACC-00388,FIR-001267,primary,2022-12-24,PENDING
ACC-03291,FIR-001268,primary,2022-12-25,NONE
ACC-04299,FIR-001268,secondary,2022-12-25,NONE
ACC-02781,FIR-001269,primary,2023-01-12,NONE
ACC-04379,FIR-001269,secondary,2023-01-12,NONE
ACC-00818,FIR-001270,primary,2023-01-11,PENDING
ACC-03769,FIR-001271,primary,2023-02-04,NONE
ACC-04307,FIR-001272,primary,2023-02-28,ISSUED
ACC-02556,FIR-001273,primary,2023-03-17,NONE
ACC-00288,FIR-001274,primary,2023-03-28,NONE
ACC-00037,FIR-001274,suspect,2023-03-28,EXECUTED
ACC-02564,FIR-001275,primary,2023-04-17,NONE
ACC-02294,FIR-001275,suspect,2023-04-17,NONE
ACC-03164,FIR-001276,primary,2023-04-19,ISSUED
ACC-02868,FIR-001277,primary,2023-05-24,ISSUED
ACC-00884,FIR-001278,primary,2023-05-12,ISSUED
ACC-00318,FIR-001279,primary,2023-06-03,NONE
ACC-00213,FIR-001279,suspect,2023-06-03,ISSUED
ACC-03677,FIR-001280,primary,2023-06-22,NONE
ACC-03148,FIR-001281,primary,2023-07-19,NONE
ACC-00933,FIR-001282,primary,2023-07-19,NONE
ACC-01289,FIR-001283,primary,2023-08-17,NONE
ACC-04141,FIR-001284,primary,2023-08-26,PENDING
ACC-02854,FIR-001284,suspect,2023-08-26,NONE
ACC-04103,FIR-001285,primary,2023-09-13,NONE
ACC-00790,FIR-001285,suspect,2023-09-13,NONE
ACC-03160,FIR-001285,secondary,2023-09-13,NONE
ACC-02460,FIR-001286,primary,2023-09-24,NONE
ACC-00265,FIR-001286,suspect,2023-09-24,NONE
ACC-02148,FIR-001286,suspect,2023-09-24,NONE
ACC-02610,FIR-001287,primary,2023-10-02,EXECUTED
ACC-03693,FIR-001287,secondary,2023-10-02,NONE
ACC-03529,FIR-001288,primary,2023-10-21,NONE
ACC-01215,FIR-001288,secondary,2023-10-21,ISSUED
ACC-02921,FIR-001289,primary,2023-11-06,NONE
ACC-03671,FIR-001290,primary,2023-11-29,NONE
ACC-00188,FIR-001291,primary,2023-12-28,NONE
ACC-00061,FIR-001292,primary,2023-12-08,EXECUTED
ACC-00178,FIR-001293,primary,2024-01-22,NONE
ACC-03507,FIR-001294,primary,2024-01-04,PENDING
ACC-03816,FIR-001294,secondary,2024-01-04,NONE
ACC-03496,FIR-001295,primary,2024-02-25,NONE
ACC-00946,FIR-001296,primary,2024-02-14,ISSUED
ACC-02054,FIR-001297,primary,2024-03-21,NONE
ACC-01976,FIR-001298,primary,2024-03-13,NONE
ACC-03471,FIR-001299,primary,2024-04-13,ISSUED
ACC-01862,FIR-001300,primary,2024-04-12,ISSUED
ACC-02783,FIR-001300,suspect,2024-04-12,ISSUED
ACC-02969,FIR-001301,primary,2024-05-27,NONE
ACC-01984,FIR-001302,primary,2024-05-08,NONE
ACC-01028,FIR-001302,secondary,2024-05-08,NONE
ACC-04389,FIR-001302,suspect,2024-05-08,NONE
ACC-02435,FIR-001303,primary,2024-06-14,ISSUED
ACC-03649,FIR-001304,primary,2024-06-12,NONE
ACC-02422,FIR-001305,primary,2024-07-11,NONE
ACC-02854,FIR-001305,secondary,2024-07-11,NONE
ACC-01972,FIR-001306,primary,2024-07-17,NONE
ACC-02635,FIR-001307,primary,2024-08-26,ISSUED
ACC-01575,FIR-001308,primary,2024-08-13,EXECUTED
ACC-00037,FIR-001308,suspect,2024-08-13,NONE
ACC-00068,FIR-001309,primary,2024-09-11,NONE
ACC-03299,FIR-001310,primary,2024-09-15,NONE
ACC-04389,FIR-001310,secondary,2024-09-15,NONE
ACC-00442,FIR-001310,secondary,2024-09-15,ISSUED
ACC-02251,FIR-001311,primary,2024-10-22,ISSUED
ACC-03290,FIR-001312,primary,2024-10-12,NONE
ACC-00349,FIR-001313,primary,2024-11-23,NONE
ACC-03547,FIR-001313,secondary,2024-11-23,NONE
ACC-00848,FIR-001314,primary,2024-11-15,PENDING
ACC-00211,FIR-001315,primary,2024-12-14,NONE
ACC-01170,FIR-001316,primary,2024-12-17,NONE
ACC-01774,FIR-001317,primary,2025-01-04,NONE
ACC-01370,FIR-001318,primary,2025-01-15,NONE
ACC-00106,FIR-001319,primary,2025-02-01,NONE
ACC-00199,FIR-001319,secondary,2025-02-01,NONE
ACC-01267,FIR-001320,primary,2025-02-19,NONE
ACC-01776,FIR-001321,primary,2025-03-31,PENDING
ACC-00495,FIR-001322,primary,2025-03-10,NONE
ACC-03235,FIR-001323,primary,2025-04-08,NONE
ACC-03267,FIR-001324,primary,2025-04-10,NONE
ACC-00801,FIR-001324,secondary,2025-04-10,NONE
ACC-00221,FIR-001325,primary,2025-05-31,NONE
ACC-01629,FIR-001325,secondary,2025-05-31,NONE
ACC-02256,FIR-001326,primary,2025-05-13,NONE
ACC-00073,FIR-001327,primary,2025-06-08,NONE
ACC-01028,FIR-001327,secondary,2025-06-08,NONE
ACC-02207,FIR-001328,primary,2025-06-10,NONE
ACC-04266,FIR-001329,primary,2025-07-09,NONE
ACC-00199,FIR-001329,suspect,2025-07-09,ISSUED
ACC-04071,FIR-001330,primary,2025-07-29,NONE
ACC-02294,FIR-001330,secondary,2025-07-29,PENDING
ACC-01056,FIR-001331,primary,2025-08-24,NONE
ACC-01459,FIR-001331,secondary,2025-08-24,NONE
ACC-04212,FIR-001332,primary,2025-08-04,NONE
ACC-03760,FIR-001333,primary,2025-09-30,NONE
ACC-02696,FIR-001334,primary,2025-09-28,EXECUTED
ACC-04343,FIR-001334,secondary,2025-09-28,NONE
ACC-01429,FIR-001335,primary,2025-10-23,ISSUED
ACC-00691,FIR-001336,primary,2025-10-21,PENDING
ACC-00969,FIR-001336,secondary,2025-10-21,NONE
ACC-02935,FIR-001337,primary,2025-11-30,NONE
ACC-02380,FIR-001338,primary,2025-11-25,NONE
ACC-03413,FIR-001339,primary,2025-12-20,ISSUED
ACC-03736,FIR-001340,primary,2025-12-24,NONE
ACC-01485,FIR-001341,primary,2021-01-29,NONE
ACC-00104,FIR-001342,primary,2021-01-03,PENDING
ACC-02784,FIR-001343,primary,2021-01-08,NONE
ACC-01993,FIR-001344,primary,2021-01-04,NONE
ACC-01351,FIR-001345,primary,2021-02-21,NONE
ACC-01413,FIR-001346,primary,2021-02-23,NONE
ACC-01637,FIR-001347,primary,2021-02-03,NONE
ACC-01345,FIR-001347,suspect,2021-02-03,NONE
ACC-00325,FIR-001348,primary,2021-02-26,EXECUTED
ACC-02114,FIR-001349,primary,2021-03-10,NONE
ACC-00966,FIR-001350,primary,2021-03-25,NONE
ACC-03407,FIR-001351,primary,2021-03-28,NONE
ACC-00356,FIR-001351,suspect,2021-03-28,NONE
ACC-00487,FIR-001352,primary,2021-03-02,PENDING
ACC-04005,FIR-001353,primary,2021-04-24,PENDING
ACC-02879,FIR-001354,primary,2021-04-03,NONE
ACC-02094,FIR-001355,primary,2021-04-10,NONE
ACC-03117,FIR-001355,suspect,2021-04-10,EXECUTED
ACC-04134,FIR-001356,primary,2021-04-12,NONE
ACC-03806,FIR-001357,primary,2021-05-27,ISSUED
ACC-03435,FIR-001358,primary,2021-05-14,NONE
ACC-03125,FIR-001359,primary,2021-05-26,NONE
ACC-00523,FIR-001360,primary,2021-05-23,NONE
ACC-04104,FIR-001361,primary,2021-06-30,ISSUED
ACC-04056,FIR-001362,primary,2021-06-28,NONE
ACC-02809,FIR-001363,primary,2021-06-27,NONE
ACC-02587,FIR-001364,primary,2021-06-07,NONE
ACC-01002,FIR-001365,primary,2021-07-02,NONE
ACC-00772,FIR-001366,primary,2021-07-22,NONE
ACC-01568,FIR-001367,primary,2021-07-25,NONE
ACC-00087,FIR-001368,primary,2021-07-28,NONE
ACC-02308,FIR-001369,primary,2021-08-31,NONE
ACC-03706,FIR-001370,primary,2021-08-13,NONE
ACC-04060,FIR-001371,primary,2021-08-19,PENDING
ACC-03128,FIR-001371,secondary,2021-08-19,NONE
ACC-04315,FIR-001372,primary,2021-08-06,PENDING
ACC-03117,FIR-001372,suspect,2021-08-06,NONE
ACC-01730,FIR-001373,primary,2021-08-13,NONE
ACC-02602,FIR-001373,suspect,2021-08-13,NONE
ACC-01564,FIR-001374,primary,2021-09-06,NONE
ACC-00657,FIR-001375,primary,2021-09-05,ISSUED
ACC-03493,FIR-001376,primary,2021-09-05,NONE
ACC-01821,FIR-001377,primary,2021-09-22,NONE
ACC-00258,FIR-001378,primary,2021-09-13,NONE
ACC-04194,FIR-001379,primary,2021-10-13,NONE
ACC-02528,FIR-001380,primary,2021-10-06,NONE
ACC-04195,FIR-001381,primary,2021-10-06,NONE
ACC-03708,FIR-001382,primary,2021-10-08,NONE
ACC-01663,FIR-001383,primary,2021-10-03,NONE
ACC-02713,FIR-001384,primary,2021-11-18,NONE
ACC-03200,FIR-001385,primary,2021-11-08,ISSUED
ACC-02807,FIR-001385,secondary,2021-11-08,NONE
ACC-01985,FIR-001386,primary,2021-11-28,ISSUED
ACC-01499,FIR-001387,primary,2021-11-17,PENDING
ACC-00021,FIR-001387,secondary,2021-11-17,NONE
ACC-03522,FIR-001388,primary,2021-11-15,NONE
ACC-01692,FIR-001389,primary,2021-12-05,NONE
ACC-03843,FIR-001389,secondary,2021-12-05,NONE
ACC-02273,FIR-001390,primary,2021-12-20,ISSUED
ACC-01952,FIR-001391,primary,2021-12-01,PENDING
ACC-00135,FIR-001392,primary,2021-12-19,ISSUED
ACC-03834,FIR-001393,primary,2022-01-26,NONE
ACC-01420,FIR-001393,suspect,2022-01-26,NONE
ACC-04201,FIR-001394,primary,2022-01-21,NONE
ACC-02940,FIR-001394,suspect,2022-01-21,NONE
ACC-03482,FIR-001395,primary,2022-01-26,NONE
ACC-00231,FIR-001396,primary,2022-01-17,NONE
ACC-03700,FIR-001396,secondary,2022-01-17,EXECUTED
ACC-02967,FIR-001397,primary,2022-02-20,NONE
ACC-02400,FIR-001398,primary,2022-02-08,NONE
ACC-00446,FIR-001398,secondary,2022-02-08,NONE
ACC-04364,FIR-001399,primary,2022-02-03,NONE
ACC-02168,FIR-001399,secondary,2022-02-03,NONE
ACC-03160,FIR-001399,suspect,2022-02-03,NONE
ACC-04301,FIR-001400,primary,2022-02-13,ISSUED
ACC-02240,FIR-001400,secondary,2022-02-13,PENDING
ACC-03639,FIR-001401,primary,2022-03-11,NONE
ACC-00069,FIR-001402,primary,2022-03-27,ISSUED
ACC-01187,FIR-001403,primary,2022-03-22,NONE
ACC-00065,FIR-001404,primary,2022-03-19,PENDING
ACC-00312,FIR-001405,primary,2022-04-09,PENDING
ACC-00244,FIR-001405,secondary,2022-04-09,NONE
ACC-03645,FIR-001405,secondary,2022-04-09,NONE
ACC-01937,FIR-001406,primary,2022-04-11,NONE
ACC-03479,FIR-001407,primary,2022-04-01,ISSUED
ACC-04338,FIR-001408,primary,2022-04-20,ISSUED
ACC-01770,FIR-001409,primary,2022-05-30,NONE
ACC-03317,FIR-001410,primary,2022-05-28,ISSUED
ACC-02153,FIR-001411,primary,2022-05-09,NONE
ACC-02801,FIR-001412,primary,2022-05-12,NONE
ACC-04016,FIR-001413,primary,2022-06-24,NONE
ACC-02889,FIR-001414,primary,2022-06-22,NONE
ACC-00283,FIR-001415,primary,2022-06-27,NONE
ACC-02900,FIR-001416,primary,2022-06-02,NONE
ACC-03658,FIR-001417,primary,2022-07-21,NONE
ACC-00421,FIR-001418,primary,2022-07-09,ISSUED
ACC-04255,FIR-001419,primary,2022-07-17,EXECUTED
ACC-01379,FIR-001419,secondary,2022-07-17,ISSUED
ACC-02569,FIR-001420,primary,2022-07-05,PENDING
ACC-00655,FIR-001421,primary,2022-08-14,NONE
ACC-03774,FIR-001422,primary,2022-08-06,NONE
ACC-02103,FIR-001423,primary,2022-08-20,ISSUED
ACC-00573,FIR-001424,primary,2022-08-04,NONE
ACC-01420,FIR-001424,suspect,2022-08-04,PENDING
ACC-03035,FIR-001425,primary,2022-08-19,ISSUED
ACC-00478,FIR-001426,primary,2022-09-29,NONE
ACC-02134,FIR-001427,primary,2022-09-29,NONE
ACC-01365,FIR-001428,primary,2022-09-15,ISSUED
ACC-03982,FIR-001429,primary,2022-09-09,ISSUED
ACC-04037,FIR-001430,primary,2022-09-09,ISSUED
ACC-03014,FIR-001431,primary,2022-10-16,NONE
ACC-01479,FIR-001432,primary,2022-10-16,NONE
ACC-02021,FIR-001433,primary,2022-10-15,NONE
ACC-03418,FIR-001434,primary,2022-10-16,NONE
ACC-02998,FIR-001435,primary,2022-10-24,PENDING
ACC-02828,FIR-001436,primary,2022-11-21,NONE
ACC-00580,FIR-001437,primary,2022-11-15,NONE
ACC-01473,FIR-001438,primary,2022-11-05,NONE
ACC-04041,FIR-001439,primary,2022-11-19,NONE
ACC-02705,FIR-001439,suspect,2022-11-19,NONE
ACC-04198,FIR-001440,primary,2022-11-30,NONE
ACC-02597,FIR-001441,primary,2022-12-13,NONE
ACC-03696,FIR-001442,primary,2022-12-30,NONE
ACC-00185,FIR-001442,secondary,2022-12-30,NONE
ACC-03915,FIR-001443,primary,2022-12-04,NONE
ACC-02420,FIR-001443,suspect,2022-12-04,NONE
ACC-01018,FIR-001444,primary,2022-12-15,NONE
ACC-00207,FIR-001445,primary,2023-01-11,NONE
ACC-01938,FIR-001446,primary,2023-01-20,NONE
ACC-01344,FIR-001447,primary,2023-01-28,NONE
ACC-00317,FIR-001448,primary,2023-01-21,NONE
ACC-01367,FIR-001449,primary,2023-02-14,NONE
ACC-01419,FIR-001450,primary,2023-02-18,ISSUED
ACC-00986,FIR-001451,primary,2023-02-07,NONE
ACC-04248,FIR-001452,primary,2023-02-01,NONE
ACC-04085,FIR-001453,primary,2023-03-27,ISSUED
ACC-03072,FIR-001454,primary,2023-03-24,ISSUED
ACC-00585,FIR-001454,suspect,2023-03-24,NONE
ACC-03994,FIR-001455,primary,2023-03-01,PENDING
ACC-01927,FIR-001456,primary,2023-03-07,NONE
ACC-00092,FIR-001457,primary,2023-04-19,ISSUED
ACC-00462,FIR-001458,primary,2023-04-25,NONE
ACC-00012,FIR-001459,primary,2023-04-11,NONE
ACC-04192,FIR-001460,primary,2023-04-22,EXECUTED
ACC-01845,FIR-001461,primary,2023-05-18,NONE
ACC-04241,FIR-001461,secondary,2023-05-18,NONE
ACC-01397,FIR-001462,primary,2023-05-15,NONE
ACC-02601,FIR-001463,primary,2023-05-12,NONE
ACC-03089,FIR-001464,primary,2023-05-03,NONE
ACC-01000,FIR-001465,primary,2023-06-06,NONE
ACC-03227,FIR-001466,primary,2023-06-30,ISSUED
ACC-01761,FIR-001467,primary,2023-06-24,ISSUED
ACC-00141,FIR-001468,primary,2023-06-16,NONE
ACC-00018,FIR-001469,primary,2023-07-09,NONE
ACC-02500,FIR-001470,primary,2023-07-04,PENDING
ACC-01234,FIR-001471,primary,2023-07-26,ISSUED
ACC-01772,FIR-001471,secondary,2023-07-26,ISSUED
ACC-00732,FIR-001472,primary,2023-07-06,NONE
ACC-02108,FIR-001473,primary,2023-08-11,NONE
ACC-04269,FIR-001474,primary,2023-08-12,PENDING
ACC-04028,FIR-001475,primary,2023-08-14,NONE
ACC-01947,FIR-001476,primary,2023-08-26,NONE
ACC-02272,FIR-001477,primary,2023-08-19,NONE
ACC-00519,FIR-001478,primary,2023-09-20,NONE
ACC-02305,FIR-001478,suspect,2023-09-20,NONE
ACC-03208,FIR-001478,suspect,2023-09-20,NONE
ACC-00275,FIR-001479,primary,2023-09-23,NONE
ACC-03405,FIR-001480,primary,2023-09-08,EXECUTED
ACC-03971,FIR-001480,secondary,2023-09-08,NONE
ACC-04121,FIR-001481,primary,2023-09-04,PENDING
ACC-00250,FIR-001482,primary,2023-09-02,ISSUED
ACC-01633,FIR-001483,primary,2023-10-09,NONE
ACC-01872,FIR-001484,primary,2023-10-31,PENDING
ACC-00332,FIR-001485,primary,2023-10-12,NONE
ACC-00340,FIR-001485,secondary,2023-10-12,NONE
ACC-02529,FIR-001486,primary,2023-10-03,NONE
ACC-02870,FIR-001487,primary,2023-10-19,NONE
ACC-03448,FIR-001488,primary,2023-11-20,NONE
ACC-00677,FIR-001489,primary,2023-11-12,NONE
ACC-02532,FIR-001490,primary,2023-11-29,NONE
ACC-01120,FIR-001491,primary,2023-11-26,NONE
ACC-00155,FIR-001492,primary,2023-11-02,NONE
ACC-00432,FIR-001492,suspect,2023-11-02,NONE
ACC-03116,FIR-001493,primary,2023-12-28,NONE
ACC-02876,FIR-001494,primary,2023-12-07,NONE
ACC-03660,FIR-001495,primary,2023-12-03,NONE
ACC-01326,FIR-001495,suspect,2023-12-03,ISSUED
ACC-01127,FIR-001496,primary,2023-12-08,NONE
ACC-00979,FIR-001497,primary,2024-01-21,NONE
ACC-02777,FIR-001498,primary,2024-01-27,NONE
ACC-03446,FIR-001499,primary,2024-01-01,NONE
ACC-00665,FIR-001500,primary,2024-01-29,NONE
ACC-03276,FIR-001501,primary,2024-02-20,NONE
ACC-01578,FIR-001502,primary,2024-02-21,NONE
ACC-01326,FIR-001502,secondary,2024-02-21,NONE
ACC-04353,FIR-001503,primary,2024-02-06,EXECUTED
ACC-00278,FIR-001504,primary,2024-02-01,NONE
ACC-03292,FIR-001505,primary,2024-03-01,NONE
ACC-03884,FIR-001506,primary,2024-03-27,NONE
ACC-00357,FIR-001506,suspect,2024-03-27,NONE
ACC-01951,FIR-001507,primary,2024-03-20,NONE
ACC-01601,FIR-001508,primary,2024-03-17,NONE
ACC-03005,FIR-001509,primary,2024-04-04,PENDING
ACC-02972,FIR-001510,primary,2024-04-10,NONE
ACC-04151,FIR-001511,primary,2024-04-10,NONE
ACC-02965,FIR-001512,primary,2024-04-30,NONE
ACC-00650,FIR-001513,primary,2024-05-20,NONE
ACC-04078,FIR-001513,suspect,2024-05-20,NONE
ACC-01095,FIR-001514,primary,2024-05-06,NONE
ACC-02072,FIR-001515,primary,2024-05-15,NONE
ACC-00723,FIR-001515,suspect,2024-05-15,ISSUED
ACC-01650,FIR-001516,primary,2024-05-08,NONE
ACC-02648,FIR-001517,primary,2024-06-30,NONE
ACC-03556,FIR-001517,secondary,2024-06-30,NONE
ACC-00303,FIR-001518,primary,2024-06-22,ISSUED
ACC-03503,FIR-001519,primary,2024-06-06,NONE
ACC-01221,FIR-001520,primary,2024-06-10,NONE
ACC-00540,FIR-001521,primary,2024-07-22,PENDING
ACC-03533,FIR-001522,primary,2024-07-28,NONE
ACC-04299,FIR-001522,suspect,2024-07-28,NONE
ACC-02592,FIR-001523,primary,2024-07-10,NONE
ACC-02641,FIR-001524,primary,2024-07-11,NONE
ACC-00517,FIR-001525,primary,2024-08-26,NONE
ACC-01729,FIR-001526,primary,2024-08-08,EXECUTED
ACC-03190,FIR-001526,suspect,2024-08-08,NONE
ACC-03076,FIR-001527,primary,2024-08-20,NONE
ACC-00347,FIR-001528,primary,2024-08-17,EXECUTED
ACC-03779,FIR-001528,secondary,2024-08-17,NONE
ACC-02898,FIR-001529,primary,2024-08-27,ISSUED
ACC-00387,FIR-001530,primary,2024-09-02,NONE
ACC-04270,FIR-001531,primary,2024-09-04,NONE
ACC-01863,FIR-001532,primary,2024-09-11,NONE
ACC-01841,FIR-001533,primary,2024-09-01,NONE
ACC-02962,FIR-001533,secondary,2024-09-01,NONE
ACC-00269,FIR-001534,primary,2024-09-30,NONE
ACC-00218,FIR-001534,secondary,2024-09-30,NONE
ACC-04068,FIR-001535,primary,2024-10-29,EXECUTED
ACC-02364,FIR-001536,primary,2024-10-08,ISSUED
ACC-00182,FIR-001537,primary,2024-10-10,NONE
ACC-02887,FIR-001538,primary,2024-10-24,NONE
ACC-03912,FIR-001539,primary,2024-10-16,NONE
ACC-03439,FIR-001540,primary,2024-11-10,NONE
ACC-01908,FIR-001540,suspect,2024-11-10,ISSUED
ACC-04241,FIR-001540,suspect,2024-11-10,NONE
ACC-02069,FIR-001541,primary,2024-11-30,ISSUED
ACC-01683,FIR-001542,primary,2024-11-18,EXECUTED
ACC-04419,FIR-001543,primary,2024-11-13,NONE
ACC-03757,FIR-001544,primary,2024-11-19,NONE
ACC-02005,FIR-001545,primary,2024-12-01,NONE
ACC-02383,FIR-001546,primary,2024-12-08,NONE
ACC-01581,FIR-001547,primary,2024-12-27,NONE
ACC-02420,FIR-001547,suspect,2024-12-27,PENDING
ACC-00413,FIR-001548,primary,2024-12-16,ISSUED
ACC-03511,FIR-001549,primary,2025-01-30,PENDING
ACC-01688,FIR-001550,primary,2025-01-10,PENDING
ACC-04371,FIR-001551,primary,2025-01-18,NONE
ACC-04048,FIR-001552,primary,2025-01-20,NONE
ACC-03517,FIR-001553,primary,2025-02-09,NONE
ACC-03211,FIR-001554,primary,2025-02-12,ISSUED
ACC-04388,FIR-001555,primary,2025-02-06,NONE
ACC-03892,FIR-001556,primary,2025-02-20,EXECUTED
ACC-03141,FIR-001557,primary,2025-03-24,PENDING
ACC-04348,FIR-001557,secondary,2025-03-24,NONE
ACC-00149,FIR-001557,secondary,2025-03-24,NONE
ACC-03887,FIR-001558,primary,2025-03-27,ISSUED
ACC-00687,FIR-001559,primary,2025-03-09,EXECUTED
ACC-01714,FIR-001560,primary,2025-03-13,NONE
ACC-04196,FIR-001561,primary,2025-04-16,ISSUED
ACC-01738,FIR-001562,primary,2025-04-03,NONE
ACC-02442,FIR-001563,primary,2025-04-01,EXECUTED
