fir_id,type_id,primary_section
FIR-003583,CT-030,IPC 138 (NI Act)
FIR-003584,CT-022,IPC 379
FIR-003585,CT-029,IPC 420
FIR-003586,CT-022,IPC 379
FIR-003587,CT-022,IPC 379
FIR-003588,CT-017,IPC 363
FIR-003589,CT-025,IPC 379
FIR-003590,CT-013,IPC 67A (IT Act)
FIR-003591,CT-020,IPC 379
FIR-003592,CT-008,IPC 325
FIR-003593,CT-003,IPC 379
FIR-003594,CT-015,IPC 304B
FIR-003595,CT-020,IPC 379
FIR-003596,CT-025,IPC 379
FIR-003597,CT-009,IPC 394
FIR-003598,CT-023,IPC 379
FIR-003599,CT-022,IPC 379
FIR-003600,CT-012,IPC 66C
FIR-003601,CT-028,IPC 506
FIR-003602,CT-012,IPC 66C
FIR-003603,CT-007,IPC 323
FIR-003604,CT-024,IPC 379
FIR-003605,CT-010,IPC 420
FIR-003606,CT-040,IPC 66D (IT Act)
FIR-003607,CT-020,IPC 379
FIR-003608,CT-039,BNS TBD - verify
FIR-003609,CT-021,BNS TBD - verify
FIR-003610,CT-025,BNS TBD - verify
FIR-003611,CT-022,BNS TBD - verify
FIR-003612,CT-041,BNS TBD - verify
FIR-003613,CT-004,BNS TBD - verify
FIR-003614,CT-008,BNS TBD - verify
FIR-003615,CT-020,BNS TBD - verify
FIR-003616,CT-019,BNS TBD - verify
FIR-003617,CT-019,BNS TBD - verify
FIR-003618,CT-022,BNS TBD - verify
FIR-003619,CT-026,BNS TBD - verify
FIR-003620,CT-035,BNS TBD - verify
FIR-003621,CT-006,BNS 331 (verify)
FIR-003622,CT-019,BNS TBD - verify
FIR-003623,CT-001,BNS 303
FIR-003624,CT-037,BNS TBD - verify
FIR-003625,CT-031,BNS TBD - verify
FIR-003626,CT-003,BNS 304
FIR-003627,CT-031,BNS TBD - verify
FIR-003628,CT-003,BNS 304
FIR-003629,CT-009,BNS 296
FIR-003630,CT-005,BNS TBD - verify
FIR-003631,CT-001,BNS 303
FIR-003632,CT-028,BNS TBD - verify
FIR-003633,CT-026,BNS TBD - verify
FIR-003634,CT-007,BNS TBD - verify
FIR-003635,CT-034,BNS TBD - verify
FIR-003636,CT-031,IPC 406
FIR-003637,CT-022,IPC 379
FIR-003638,CT-007,IPC 323
FIR-003639,CT-021,IPC 379
FIR-003640,CT-045,IPC 447
FIR-003641,CT-010,IPC 420
FIR-003642,CT-015,IPC 304B
FIR-003643,CT-022,IPC 379
FIR-003644,CT-023,IPC 379
FIR-003645,CT-007,IPC 323
FIR-003646,CT-011,IPC 468
FIR-003647,CT-023,IPC 379
FIR-003648,CT-003,IPC 379
FIR-003649,CT-025,IPC 379
FIR-003650,CT-021,IPC 379
FIR-003651,CT-028,IPC 506
FIR-003652,CT-012,IPC 66C
FIR-003653,CT-024,IPC 379
FIR-003654,CT-015,IPC 304B
FIR-003655,CT-022,IPC 379
FIR-003656,CT-039,IPC 66D (IT Act)
FIR-003657,CT-029,IPC 420
FIR-003658,CT-001,IPC 379
FIR-003659,CT-024,IPC 379
FIR-003660,CT-021,IPC 379
FIR-003661,CT-022,IPC 379
FIR-003662,CT-032,IPC 392
FIR-003663,CT-021,IPC 379
FIR-003664,CT-011,IPC 468
FIR-003665,CT-030,IPC 138 (NI Act)
FIR-003666,CT-004,IPC 392
FIR-003667,CT-002,IPC 379
FIR-003668,CT-028,IPC 506
FIR-003669,CT-016,IPC 302
FIR-003670,CT-045,IPC 447
FIR-003671,CT-025,IPC 379
FIR-003672,CT-028,IPC 506
FIR-003673,CT-030,IPC 138 (NI Act)
FIR-003674,CT-001,IPC 379
FIR-003675,CT-043,IPC 458
FIR-003676,CT-040,IPC 66D (IT Act)
FIR-003677,CT-029,IPC 420
FIR-003678,CT-003,IPC 379
FIR-003679,CT-022,IPC 379
FIR-003680,CT-025,IPC 379
FIR-003681,CT-015,IPC 304B
FIR-003682,CT-024,IPC 379
FIR-003683,CT-027,IPC 307
FIR-003684,CT-030,IPC 138 (NI Act)
FIR-003685,CT-041,IPC 354D
FIR-003686,CT-010,IPC 420
FIR-003687,CT-001,IPC 379
FIR-003688,CT-030,IPC 138 (NI Act)
FIR-003689,CT-024,IPC 379
FIR-003690,CT-013,IPC 67A (IT Act)
FIR-003691,CT-021,IPC 379
FIR-003692,CT-001,IPC 379
FIR-003693,CT-045,BNS TBD - verify
FIR-003694,CT-020,BNS TBD - verify
FIR-003695,CT-027,BNS TBD - verify
FIR-003696,CT-023,BNS TBD - verify
FIR-003697,CT-019,BNS TBD - verify
FIR-003698,CT-004,BNS TBD - verify
FIR-003699,CT-026,BNS TBD - verify
FIR-003700,CT-032,BNS TBD - verify
FIR-003701,CT-029,BNS TBD - verify
FIR-003702,CT-019,BNS TBD - verify
FIR-003703,CT-019,BNS TBD - verify
FIR-003704,CT-002,BNS 303
FIR-003705,CT-019,BNS TBD - verify
FIR-003706,CT-020,BNS TBD - verify
FIR-003707,CT-018,BNS 324 range (verify)
FIR-003708,CT-008,BNS TBD - verify
FIR-003709,CT-030,BNS TBD - verify
FIR-003710,CT-019,BNS TBD - verify
FIR-003711,CT-021,BNS TBD - verify
FIR-003712,CT-026,BNS TBD - verify
FIR-003713,CT-031,BNS TBD - verify
FIR-003714,CT-022,BNS TBD - verify
FIR-003715,CT-011,BNS TBD - verify
FIR-003716,CT-003,BNS 304
FIR-003717,CT-026,BNS TBD - verify
FIR-003718,CT-039,BNS TBD - verify
FIR-003719,CT-014,BNS 85
FIR-003720,CT-033,BNS TBD - verify
